2026-04-06T18:43:13  INFO     [18:43:13.780] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.8 min left
2026-04-06T18:44:00  INFO     [18:44:00.221] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.0 min left
2026-04-06T18:44:00  INFO     [18:44:00.226] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.0 min left
2026-04-06T18:44:00  INFO     [18:44:00.416] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.0 min left
2026-04-06T18:44:00  INFO     [18:44:00.960] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.0 min left
2026-04-06T18:44:00  INFO     [18:44:00.964] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.0 min left
2026-04-06T18:44:01  INFO     [18:44:01.153] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.0 min left
2026-04-06T18:44:01  INFO     [18:44:01.695] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.0 min left
2026-04-06T18:44:01  INFO     [18:44:01.706] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.0 min left
2026-04-06T18:44:01  INFO     [18:44:01.889] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.0 min left
2026-04-06T18:44:02  INFO     [18:44:02.431] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.0 min left
2026-04-06T18:44:02  INFO     [18:44:02.436] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.0 min left
2026-04-06T18:44:02  INFO     [18:44:02.624] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.0 min left
2026-04-06T18:44:03  INFO     [18:44:03.163] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:03  INFO     [18:44:03.168] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:03  INFO     [18:44:03.359] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:03  INFO     [18:44:03.913] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:03  INFO     [18:44:03.918] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:04  INFO     [18:44:04.092] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:04  INFO     [18:44:04.651] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:04  INFO     [18:44:04.655] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:04  INFO     [18:44:04.826] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:05  INFO     [18:44:05.387] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:05  INFO     [18:44:05.392] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:05  INFO     [18:44:05.563] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:06  INFO     [18:44:06.130] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:06  INFO     [18:44:06.134] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:06  INFO     [18:44:06.298] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:06  INFO     [18:44:06.860] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:06  INFO     [18:44:06.864] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:07  INFO     [18:44:07.035] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:07  INFO     [18:44:07.596] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:07  INFO     [18:44:07.600] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:07  INFO     [18:44:07.771] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:08  INFO     [18:44:08.335] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:08  INFO     [18:44:08.339] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:08  INFO     [18:44:08.507] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.9 min left
2026-04-06T18:44:09  INFO     [18:44:09.067] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:09  INFO     [18:44:09.071] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:09  INFO     [18:44:09.242] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:09  INFO     [18:44:09.813] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:09  INFO     [18:44:09.817] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:09  INFO     [18:44:09.977] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:10  INFO     [18:44:10.545] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:10  INFO     [18:44:10.550] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:10  INFO     [18:44:10.712] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:11  INFO     [18:44:11.280] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:11  INFO     [18:44:11.318] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:11  INFO     [18:44:11.455] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:12  INFO     [18:44:12.018] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:12  INFO     [18:44:12.046] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:12  INFO     [18:44:12.189] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:12  INFO     [18:44:12.757] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:12  INFO     [18:44:12.771] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:12  INFO     [18:44:12.925] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:13  INFO     [18:44:13.483] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:13  INFO     [18:44:13.499] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:13  INFO     [18:44:13.661] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:14  INFO     [18:44:14.222] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:14  INFO     [18:44:14.226] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:14  INFO     [18:44:14.396] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:14  INFO     [18:44:14.954] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:14  INFO     [18:44:14.958] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.8 min left
2026-04-06T18:44:15  INFO     [18:44:15.160] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:15  INFO     [18:44:15.683] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:15  INFO     [18:44:15.690] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:15  INFO     [18:44:15.897] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:16  INFO     [18:44:16.418] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:16  INFO     [18:44:16.428] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:16  INFO     [18:44:16.630] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:17  INFO     [18:44:17.153] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:17  INFO     [18:44:17.159] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:17  INFO     [18:44:17.367] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:17  INFO     [18:44:17.888] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:17  INFO     [18:44:17.892] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:18  INFO     [18:44:18.103] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:18  INFO     [18:44:18.616] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:18  INFO     [18:44:18.622] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:18  INFO     [18:44:18.840] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:19  INFO     [18:44:19.355] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:19  INFO     [18:44:19.360] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:19  INFO     [18:44:19.574] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:20  INFO     [18:44:20.087] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:20  INFO     [18:44:20.091] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:20  INFO     [18:44:20.309] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:20  INFO     [18:44:20.823] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:20  INFO     [18:44:20.828] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.7 min left
2026-04-06T18:44:21  INFO     [18:44:21.045] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:21  INFO     [18:44:21.552] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:21  INFO     [18:44:21.561] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:21  INFO     [18:44:21.779] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:22  INFO     [18:44:22.289] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:22  INFO     [18:44:22.294] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:22  INFO     [18:44:22.514] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:23  INFO     [18:44:23.028] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:23  INFO     [18:44:23.033] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:23  INFO     [18:44:23.248] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:23  INFO     [18:44:23.767] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:23  INFO     [18:44:23.771] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:23  INFO     [18:44:23.988] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:24  INFO     [18:44:24.501] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:24  INFO     [18:44:24.505] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:24  INFO     [18:44:24.724] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:25  INFO     [18:44:25.226] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:25  INFO     [18:44:25.232] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:25  INFO     [18:44:25.459] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:25  INFO     [18:44:25.953] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:25  INFO     [18:44:25.966] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:26  INFO     [18:44:26.196] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:26  INFO     [18:44:26.692] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:26  INFO     [18:44:26.765] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:26  INFO     [18:44:26.933] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.6 min left
2026-04-06T18:44:27  INFO     [18:44:27.433] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:27  INFO     [18:44:27.494] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:27  INFO     [18:44:27.667] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:28  INFO     [18:44:28.168] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:28  INFO     [18:44:28.224] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:28  INFO     [18:44:28.402] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:28  INFO     [18:44:28.909] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:28  INFO     [18:44:28.952] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:29  INFO     [18:44:29.136] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:29  INFO     [18:44:29.644] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:29  INFO     [18:44:29.680] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:29  INFO     [18:44:29.871] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:30  INFO     [18:44:30.380] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:30  INFO     [18:44:30.412] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:30  INFO     [18:44:30.640] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:31  INFO     [18:44:31.141] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:31  INFO     [18:44:31.145] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:31  INFO     [18:44:31.377] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:31  INFO     [18:44:31.878] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:31  INFO     [18:44:31.882] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:32  INFO     [18:44:32.113] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:32  INFO     [18:44:32.615] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:32  INFO     [18:44:32.619] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:32  INFO     [18:44:32.849] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.5 min left
2026-04-06T18:44:33  INFO     [18:44:33.351] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:33  INFO     [18:44:33.355] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:33  INFO     [18:44:33.586] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:34  INFO     [18:44:34.081] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:34  INFO     [18:44:34.091] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:34  INFO     [18:44:34.323] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:34  INFO     [18:44:34.819] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:34  INFO     [18:44:34.822] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:35  INFO     [18:44:35.069] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:35  INFO     [18:44:35.556] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:35  INFO     [18:44:35.560] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:35  INFO     [18:44:35.810] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:36  INFO     [18:44:36.298] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:36  INFO     [18:44:36.302] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:36  INFO     [18:44:36.550] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:37  INFO     [18:44:37.026] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:37  INFO     [18:44:37.032] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:37  INFO     [18:44:37.288] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:37  INFO     [18:44:37.757] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:37  INFO     [18:44:37.760] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:38  INFO     [18:44:38.028] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:38  INFO     [18:44:38.484] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:38  INFO     [18:44:38.491] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:38  INFO     [18:44:38.766] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.4 min left
2026-04-06T18:44:39  INFO     [18:44:39.221] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:39  INFO     [18:44:39.226] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:39  INFO     [18:44:39.501] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:39  INFO     [18:44:39.964] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:39  INFO     [18:44:39.968] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:40  INFO     [18:44:40.234] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:40  INFO     [18:44:40.692] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:40  INFO     [18:44:40.697] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:40  INFO     [18:44:40.972] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:41  INFO     [18:44:41.432] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:41  INFO     [18:44:41.453] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:41  INFO     [18:44:41.711] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:42  INFO     [18:44:42.169] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:42  INFO     [18:44:42.181] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:42  INFO     [18:44:42.446] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:42  INFO     [18:44:42.904] [KXBTC15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:42  INFO     [18:44:42.922] [KXETH15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
2026-04-06T18:44:43  INFO     [18:44:43.185] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 0.3 min left
